filename,audio_id,ground_truth,transcript,wer,cer,latency,response,llm_source,llm_mode,llm_enabled
2222_audio1.wav,audio01,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?","Aku mau book flight ke Jedah minggu depan, bisa bantu schedule?",0.091,0.016,30.72,"Tentu, bisa banget! Untuk booking flight ke Jeddah minggu depan, kapan tanggal pastinya, insha'Allah?",gemini,preserve,True
2222_audio10.wav,audio10,Apa perbedaan umrah dan hajj secara detail dalam Islam,Apa perbedaan umrah dan hajj secara detail dalam Islam?,0.111,0.019,33.14,"Hajj (الحجّ) itu rukun Islam kelima, wajib bagi yang mampu dan ada waktu spesifiknya di Dzulhijjah. Kalau Umrah (العمرة) itu sunnah, bisa dikerjakan kapan saja dengan ritual yang lebih ringkas.",gemini,preserve,True
2222_audio12.wav,audio12,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang?,0.111,0.016,23.6,Prosesnya kini *mostly* lewat travel *agent* terdaftar atau *apply tourist visa* yang bisa dipakai umrah. Semoga Allah mudahkan ya!,gemini,preserve,True
2222_audio14.wav,audio14,How to prepare dokumen umrah dari Indonesia dengan benar,How to prepare dagumen umrah dari Indonesia dengan benar,0.111,0.036,25.69,"Untuk dokumen Umrah, make sure passport dan visa-mu siap ya. Semoga *InshaAllah* semuanya lancar.",gemini,preserve,True
2222_audio2.wav,audio02,Aku butuh travel umrah simple tapi include Madinah visit,Aku butuh travel umrah simpel tapi include marina visit,0.222,0.089,26.48,"Oke, Umrah simpel plus marina visit. InsyaAllah bisa kita carikan paketnya.",gemini,preserve,True
2222_audio3.wav,audio03,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,Can you help aku arrange transport dari Jedah ke Madinah tomorrow?,0.182,0.03,24.5,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,preserve,True
2222_audio4.wav,audio04,Explain step by step cara apply visa Saudi dengan benar,Explain step by step cara apply visas OD dengan benar.,0.3,0.127,23.62,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,preserve,True
2222_audio5.wav,audio05,يَا أَخِي، أُرِيدُ book flight إِلَى Jeddah الأُسْبُوعَ القَادِمَ. هَلْ bisa bantu أَجِدَ أَفْضَلَ schedule وَرِحْلَةً مُبَاشِرَةً؟,"Ya, aku uridu bookflag ilajedah al-Rasbun al-Qadim hal bisa bantu ajidah afdal schedule wari halatan mubashirah.",0.882,0.695,28.29,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2222_audio6.wav,audio06,أُرِيدُ arrange transport مِنْ Jeddah إِلَى Madinah غَدًا,Uri dulu range transport menjedah ilam adina wadan.,1.0,0.526,26.5,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,preserve,True
2222_audio7.wav,audio07,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan","Book flight ke Jeddah lalu lanjut ke Madinah, skedul terbaik kapan?",0.182,0.059,25.47,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2301_audio1.wav,audio01,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?","Aku mau book fly ke Jedah minggu depan, bisa bantu schedule",0.273,0.094,24.14,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2301_audio11.wav,audio11,Kenapa fasting di رمضان itu wajib bagi Muslim,Kenapa fasting di Ramadan itu wajib bagi muslim?,0.25,0.2,25.54,"Maaf, saya belum memahami permintaan tersebut.",fallback,preserve,True
2301_audio12.wav,audio12,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang,Bagaimana proses visa Saudi untuk omroh dari Indonesia sekarang?,0.222,0.048,26.75,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,preserve,True
2301_audio14.wav,audio14,How to prepare dokumen umrah dari Indonesia dengan benar,How to prepare dokumen umrah dari Indonesia dengan benar,0.0,0.0,24.37,"Maaf, saya belum memahami permintaan tersebut.",fallback,preserve,True
2301_audio15.wav,audio15,Tolong buat checklist persiapan umrah termasuk barang wajib dibawa,Tolong buat checklist persiapan umrah termasuk barang wajib di bawah.,0.222,0.045,27.07,"Maaf, saya belum memahami permintaan tersebut.",fallback,preserve,True
2301_audio2.wav,audio02,Aku butuh travel umrah simple tapi include Madinah visit,Aku butuh travel umur simple tapi include Madinah Visit,0.222,0.071,27.21,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,preserve,True
2301_audio3.wav,audio03,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,Can you help aku arrange transport dari Jedah ke Madinah tomorrow?,0.182,0.03,24.08,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,preserve,True
2301_audio4.wav,audio04,Explain step by step cara apply visa Saudi dengan benar,Explain step by step cara apply visa Saudi dengan benar.,0.1,0.018,24.31,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,preserve,True
2301_audio5.wav,audio05,يَا أَخِي، أُرِيدُ book flight إِلَى Jeddah الأُسْبُوعَ القَادِمَ. هَلْ bisa bantu أَجِدَ أَفْضَلَ schedule وَرِحْلَةً مُبَاشِرَةً؟,"Ya, aku uri du book flight ilajidah ul usbu an kadim. Hal bisa bantu ajidah afdol schedule wari halatan mubasiroh?",0.882,0.656,29.98,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2301_audio6.wav,audio06,أُرِيدُ arrange transport مِنْ Jeddah إِلَى Madinah غَدًا,Uridu Range Transport Menjeda Ila Madinahodan,1.0,0.526,24.51,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,preserve,True
2302_audio01.wav,audio01,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?","Aku mau buka flight ke Jedah minggu depan, bisa bantu schedule.",0.273,0.078,24.75,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2302_audio02.wav,audio02,Aku butuh travel umrah simple tapi include Madinah visit,Aku butuh Transval Umrah Simpal tapi include Madinah Visit.,0.444,0.179,24.16,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,preserve,True
2302_audio03.wav,audio03,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,Can you help aku arrange transport dari Jedah ke Madinah tomorrow?,0.182,0.03,23.88,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,preserve,True
2302_audio04.wav,audio04,Explain step by step cara apply visa Saudi dengan benar,Expense step by step cara apply visa Saudi dengan benar.,0.2,0.091,22.8,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,preserve,True
2302_audio05.wav,audio05,يَا أَخِي، أُرِيدُ book flight إِلَى Jeddah الأُسْبُوعَ القَادِمَ. هَلْ bisa bantu أَجِدَ أَفْضَلَ schedule وَرِحْلَةً مُبَاشِرَةً؟,"Ya, akhi, uridubuh flight ilajidah al-usbu al-khadim hal bisa bantu ajidah afdala schedule wari hlatan Mubassiruh.",0.824,0.695,29.93,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2302_audio06.wav,audio06,أُرِيدُ arrange transport مِنْ Jeddah إِلَى Madinah غَدًا,Udhidu Range Transport Minjida ilam Madinahada,1.0,0.544,22.15,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,preserve,True
2302_audio11.wav,audio11,Kenapa fasting di رمضان itu wajib bagi Muslim,Kenapa fasting di ramadan itu wajib bagi muslim?,0.25,0.2,22.07,"Maaf, saya belum memahami permintaan tersebut.",fallback,preserve,True
2302_audio14.wav,audio14,How to prepare dokumen umrah dari Indonesia dengan benar,How to prepare dokumen umrah dari Indonesia dengan benar?,0.111,0.018,21.42,"Maaf, saya belum memahami permintaan tersebut.",fallback,preserve,True
2302_audio15.wav,audio15,Tolong buat checklist persiapan umrah termasuk barang wajib dibawa,Tolong buat checklist persiapan umrah termasuk barang wajib di bawah.,0.222,0.045,23.11,"Maaf, saya belum memahami permintaan tersebut.",fallback,preserve,True
2302_audio17.wav,audio17,Menurut kamu belajar bahasa Arab itu susah gak untuk pemula,"Menurut kamu, belajar bahasa Arab itu susah nggak untuk pemula.",0.3,0.068,23.03,"It depends, tapi memang ada tantangannya for beginners. But with istiqamah (steadfastness) dan practice, you'll definitely get there, insyaallah.",gemini,preserve,True
2303_audio01.wav,audio01,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?","Aku membuka flight ke Jeddah minggu depan, bisa bantu schedule",0.273,0.109,23.18,"Wah, ke Jeddah minggu depan! Insya Allah lancar. Tentu, I can help you with your schedule. What's on your mind?",gemini,preserve,True
2303_audio02.wav,audio02,Aku butuh travel umrah simple tapi include Madinah visit,"Aku butuh travel umrah simple, tapi include Madinah Visit",0.222,0.036,21.78,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,preserve,True
2303_audio03.wav,audio03,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,Can you help me arrange transport dari Jeddah ke Madinah tomorrow?,0.182,0.061,22.05,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2303_audio04.wav,audio04,Explain step by step cara apply visa Saudi dengan benar,Explain step by step cara apply visa Saudi dengan benar.,0.1,0.018,21.44,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,preserve,True
2303_audio05.wav,audio05,يَا أَخِي، أُرِيدُ book flight إِلَى Jeddah الأُسْبُوعَ القَادِمَ. هَلْ bisa bantu أَجِدَ أَفْضَلَ schedule وَرِحْلَةً مُبَاشِرَةً؟,"Ya akhir, uridu bukfrayk ilajadah al-usbu'an kadim, hal bisa bantu ajidah afdol skedol warih latan mubashirah.",0.941,0.756,28.78,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2303_audio06.wav,audio06,أُرِيدُ arrange transport مِنْ Jeddah إِلَى Madinah غَدًا,Uridu Orange transport Min Jeddah ila Madinah Radhan,0.625,0.421,23.17,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2303_audio07.wav,audio07,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan","buk flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan?",0.182,0.059,23.28,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2303_audio13.wav,audio13,Jelaskan step by step cara booking flight ke Jeddah secara online,Jelaskan step by step cara booking flight ke Jeddah secara online,0.0,0.0,21.88,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2303_audio15.wav,audio15,Tolong buat checklist persiapan umrah termasuk barang wajib dibawa,Tolong buat checklist persiapan umrah termasuk barang wajib di bawah.,0.222,0.045,23.89,"Maaf, saya belum memahami permintaan tersebut.",fallback,preserve,True
2303_audio19.wav,audio19,احيانا saya bingung mulai dari mana untuk umrah,Ahianan saya bingung mulai dari mana untuk umrah,0.125,0.149,21.95,"Maaf, saya belum memahami permintaan tersebut.",fallback,preserve,True
2304_audio01.wav,audio01,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",Aku mau buka flight ke Jedah minggu depan. Bisa bantu schedule?,0.364,0.094,22.21,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2304_audio02.wav,audio02,Aku butuh travel umrah simple tapi include Madinah visit,Aku butuh travel umrah simpel tapi include Madinah Visit,0.222,0.054,22.09,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,preserve,True
2304_audio03.wav,audio03,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,Can you help aku arrange transport dari Jedah ke Madinah tomorrow?,0.182,0.03,22.14,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,preserve,True
2304_audio04.wav,audio04,Explain step by step cara apply visa Saudi dengan benar,Explain step by step cara apply visa Saudi dengan benar.,0.1,0.018,21.02,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,preserve,True
2304_audio05.wav,audio05,يَا أَخِي، أُرِيدُ book flight إِلَى Jeddah الأُسْبُوعَ القَادِمَ. هَلْ bisa bantu أَجِدَ أَفْضَلَ schedule وَرِحْلَةً مُبَاشِرَةً؟,"Ya, aku ingin menerbang ke Jendah Al-Usbu Al-Qadim. Bisa membantu Jendah Afdal kejadian dari Selatan Mubashiroh?",1.0,0.809,32.8,"Tentu, aku bisa bantu penerbanganmu ke Jeddah Al-Usbu Al-Qadim. Kamu mencari recommendations atau أفضل events di sana?",gemini,preserve,True
2304_audio06.wav,audio06,أُرِيدُ arrange transport مِنْ Jeddah إِلَى Madinah غَدًا,uridu range transport minjid dah ilam adina hoden,0.875,0.509,37.9,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,preserve,True
2304_audio07.wav,audio07,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan","Book flight ke Jedah lanjut ke Madinah, schedule terbaik kapan?",0.273,0.103,23.45,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2304_audio11.wav,audio11,Kenapa fasting di رمضان itu wajib bagi Muslim,Kenapa fasting di Ramadan itu wajib bagi muslim?,0.25,0.2,22.73,"Maaf, saya belum memahami permintaan tersebut.",fallback,preserve,True
2304_audio15.wav,audio15,Tolong buat checklist persiapan umrah termasuk barang wajib dibawa,Tolong buat checklist persiapan umrah termasuk barang wajib di bawah.,0.222,0.045,23.71,"Maaf, saya belum memahami permintaan tersebut.",fallback,preserve,True
2304_audio18.wav,audio18,"I feel overwhelmed dengan persiapan umrah, ada tips sederhana?",I feel overwhelmed dengan persiapan umrah. Ada tips sederhana?,0.222,0.032,22.36,"Maaf, saya belum memahami permintaan tersebut.",fallback,preserve,True
2305_audio01.wav,audio01,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",Aku mau book flight ke Jedah minggu depan. Bisa bantu schedule.,0.364,0.062,22.84,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2305_audio02.wav,audio02,Aku butuh travel umrah simple tapi include Madinah visit,Aku butuh travel umrah simpel tapi include mandina visit.,0.333,0.107,22.32,"Maaf, saya belum memahami permintaan tersebut.",fallback,preserve,True
2305_audio03.wav,audio03,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,Can you help aku arrange transport dari Jedah ke Madinah tomorrow?,0.182,0.03,22.63,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,preserve,True
2305_audio04.wav,audio04,Explain step by step cara apply visa Saudi dengan benar,Explain step by step cara apply visa Saudi dengan benar.,0.1,0.018,21.75,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,preserve,True
2305_audio05.wav,audio05,يَا أَخِي، أُرِيدُ book flight إِلَى Jeddah الأُسْبُوعَ القَادِمَ. هَلْ bisa bantu أَجِدَ أَفْضَلَ schedule وَرِحْلَةً مُبَاشِرَةً؟,"Terakhirnya, saya ingin NDFIOSH Jaredah sesaleaktif. Apakah bisa memberikan ajaran setelah",0.941,0.863,126.61,"Maaf, saya belum memahami permintaan tersebut.",fallback,preserve,True
2305_audio06.wav,audio06,أُرِيدُ arrange transport مِنْ Jeddah إِلَى Madinah غَدًا,Uridu Range Transport Minjeddah Ilamadina Wadan,1.0,0.526,21.52,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2305_audio11.wav,audio11,Kenapa fasting di رمضان itu wajib bagi Muslim,Kenapa fasting di Ramadan itu wajib bagi muslim?,0.25,0.2,21.92,"Maaf, saya belum memahami permintaan tersebut.",fallback,preserve,True
2305_audio12.wav,audio12,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang?,0.111,0.016,23.04,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,preserve,True
2305_audio14.wav,audio14,How to prepare dokumen umrah dari Indonesia dengan benar,How to prepare dokumen umrah dari Indonesia dengan benar,0.0,0.0,21.85,"Maaf, saya belum memahami permintaan tersebut.",fallback,preserve,True
2305_audio18.wav,audio18,"I feel overwhelmed dengan persiapan umrah, ada tips sederhana?",I feel overwhelmed dengan persiapan umrah. Ada tips sederhana.,0.333,0.048,22.27,"Maaf, saya belum memahami permintaan tersebut.",fallback,preserve,True
2306_Audio01.wav,audio01,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?","Aku mau book flight ke Jadwal minggu depan, bisa bantu schedule?",0.091,0.047,22.28,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2306_Audio02.wav,audio02,Aku butuh travel umrah simple tapi include Madinah visit,Aku butuh travel umrah simpel tapi include Madinah Visit,0.222,0.054,22.27,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,preserve,True
2306_Audio03.wav,audio03,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,Can you help aku orange transport dari Jeddah ke Madinah tomorrow?,0.182,0.045,21.68,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2306_Audio04.wav,audio04,Explain step by step cara apply visa Saudi dengan benar,Explain step by step cara apply visa Saudi dengan benar,0.0,0.0,21.81,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,preserve,True
2306_Audio05.wav,audio05,يَا أَخِي، أُرِيدُ book flight إِلَى Jeddah الأُسْبُوعَ القَادِمَ. هَلْ bisa bantu أَجِدَ أَفْضَلَ schedule وَرِحْلَةً مُبَاشِرَةً؟,"Ya, aku sudah mencoba buku flygilajit dah al-usbu al-qadam. Aku bisa bantu aja dah afdalskejul wari latar mubasurah.",0.941,0.756,47.63,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2306_Audio06.wav,audio06,أُرِيدُ arrange transport مِنْ Jeddah إِلَى Madinah غَدًا,uridu restoran spart menjika ilam adina hukaden,1.0,0.684,22.25,"Maaf, saya belum memahami permintaan tersebut.",fallback,preserve,True
2306_Audio11.wav,audio11,Kenapa fasting di رمضان itu wajib bagi Muslim,Kenapa fasting di Ramadan itu wajib bagi muslim?,0.25,0.2,21.7,"Maaf, saya belum memahami permintaan tersebut.",fallback,preserve,True
2306_Audio12.wav,audio12,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang?,0.111,0.016,21.99,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,preserve,True
2306_Audio13.wav,audio13,Jelaskan step by step cara booking flight ke Jeddah secara online,Jelaskan step by step cara bukin flight ke jendah secara online,0.182,0.077,22.57,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2306_Audio14.wav,audio14,How to prepare dokumen umrah dari Indonesia dengan benar,How to prepare dokumen umrah dari Indonesia dengan benar,0.0,0.0,22.29,"Maaf, saya belum memahami permintaan tersebut.",fallback,preserve,True
2306_Audio15.wav,audio15,Tolong buat checklist persiapan umrah termasuk barang wajib dibawa,Tolong buat checklist persiapan umrah termasuk barang wajib di bawah,0.222,0.03,23.68,"Maaf, saya belum memahami permintaan tersebut.",fallback,preserve,True
2307_audio01.wav,audio01,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",Aku mau book flight ke Jeddah minggu depan. Bisa bantu schedule?,0.182,0.031,22.79,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2307_audio02.wav,audio02,Aku butuh travel umrah simple tapi include Madinah visit,"Aku butuh travel omrah, simple, tapi include Madinah Visit.",0.333,0.089,22.98,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,preserve,True
2307_audio03.wav,audio03,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow?,0.091,0.015,22.02,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2307_audio04.wav,audio04,Explain step by step cara apply visa Saudi dengan benar,Explain step by step cara apply visa Saudi dengan benar.,0.1,0.018,21.01,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,preserve,True
2307_audio05.wav,audio05,يَا أَخِي، أُرِيدُ book flight إِلَى Jeddah الأُسْبُوعَ القَادِمَ. هَلْ bisa bantu أَجِدَ أَفْضَلَ schedule وَرِحْلَةً مُبَاشِرَةً؟,"Ya Aki, uridu buk flight ilajedah al-usbu al-qadim. Hal bisa bantu ajit afdal skejul wari hutan mubasir hutan?",0.941,0.702,29.0,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2307_audio06.wav,audio06,أُرِيدُ arrange transport مِنْ Jeddah إِلَى Madinah غَدًا,Uridu Arrange Transport Minjid Dah ila Madinah Khadan,0.875,0.509,22.43,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,preserve,True
2307_audio07.wav,audio07,"Book flight ke Jeddah lalu lanjut ke Madinah, schedule terbaik kapan","Buk flight ke Jeddah, lalu lanjut ke Madinah. Skejul terbaik, kapan?",0.545,0.162,24.59,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2307_audio10.wav,audio10,Apa perbedaan umrah dan hajj secara detail dalam Islam,Apa perbedaan umrah dan haji secara detail dalam Islam?,0.222,0.037,22.54,"Maaf, saya belum memahami permintaan tersebut.",fallback,preserve,True
2307_audio15.wav,audio15,Tolong buat checklist persiapan umrah termasuk barang wajib dibawa,Tolong buat checklist persiapan umurah termasuk barang wajib di bawah.,0.333,0.061,22.8,"Maaf, saya belum memahami permintaan tersebut.",fallback,preserve,True
2307_audio17.wav,audio17,Menurut kamu belajar bahasa Arab itu susah gak untuk pemula,"Menurut kamu, belajar bahasa Arab itu susah nggak untuk pemula?",0.3,0.068,22.84,"Maaf, saya belum memahami permintaan tersebut.",fallback,preserve,True
2308_audio01.wav,audio01,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?",Aku mau book flight ke Jedah minggu depan. Bisa bantu schedule?,0.273,0.047,22.94,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2308_audio02.wav,audio02,Aku butuh travel umrah simple tapi include Madinah visit,Aku butuh travel umrah simpel tapi include Madinah Visit,0.222,0.054,21.89,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,preserve,True
2308_audio03.wav,audio03,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow,Can you help aku arrange transport dari Jedah ke Madinah tomorrow?,0.182,0.03,22.33,"Baik, aku bisa bantu carikan transport dari Jeddah ke Madinah.",fallback,preserve,True
2308_audio04.wav,audio04,Explain step by step cara apply visa Saudi dengan benar,Explain step by step cara apply visa Saudi dengan benar.,0.1,0.018,20.98,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,preserve,True
2308_audio05.wav,audio05,يَا أَخِي، أُرِيدُ book flight إِلَى Jeddah الأُسْبُوعَ القَادِمَ. هَلْ bisa bantu أَجِدَ أَفْضَلَ schedule وَرِحْلَةً مُبَاشِرَةً؟,"Ya, aku ingin buka flyg ilah jeddah pada ujian selanjutnya. Apakah bisa membantu ajidah yang lebih baik untuk kejadian dan peralatan?",1.176,0.817,49.61,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2308_audio06.wav,audio06,أُرِيدُ arrange transport مِنْ Jeddah إِلَى Madinah غَدًا,Uridu range transport Min Jeddah ila Madinah Wodan,0.625,0.404,25.7,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
2308_audio12.wav,audio12,Bagaimana proses visa Saudi untuk umrah dari Indonesia sekarang,Bagaimana proses visa Saudi untuk umroh dari Indonesia sekarang?,0.222,0.032,22.96,"Untuk visa Saudi, biasanya diperlukan paspor aktif dan dokumen umrah.",fallback,preserve,True
2308_audio13.wav,audio13,Jelaskan step by step cara booking flight ke Jeddah secara online,Jelaskan step by step cara booking flight ke Jedah secara online.,0.182,0.031,50.36,"Baik, aku bisa bantu arrange flight ke Jeddah minggu depan.",fallback,preserve,True
